Price,Close,High,Low,Open,Volume
2023-09-11,42.77734375,42.786777006736116,42.74875680164823,42.786777006736116,1857
2023-09-12,42.72492599487305,42.72492599487305,42.72492599487305,42.72492599487305,4
2023-09-13,42.786861419677734,42.786861419677734,42.786861419677734,42.786861419677734,2
2023-09-14,42.658226013183594,42.658226013183594,42.658226013183594,42.658226013183594,2
2023-09-15,42.64297866821289,42.64297866821289,42.64297866821289,42.64297866821289,179
2023-09-18,42.71540069580078,42.720166398529464,42.7106349930721,42.7106349930721,3087
2023-09-19,42.624874114990234,42.624874114990234,42.624874114990234,42.624874114990234,146
2023-09-20,42.63926315307617,42.63926315307617,42.63926315307617,42.63926315307617,102
2023-09-21,42.34833526611328,42.36758347339357,42.34833526611328,42.36758347339357,6600
2023-09-22,42.36757278442383,42.36757278442383,42.36757278442383,42.36757278442383,32
2023-09-25,42.076934814453125,42.076934814453125,42.076934814453125,42.076934814453125,4900
2023-09-26,41.967342376708984,41.967342376708984,41.93875179750449,41.93875179750449,858
2023-09-27,41.86823272705078,41.86823272705078,41.86823272705078,41.86823272705078,3
2023-09-28,41.71481704711914,41.76732338526161,41.69194458245613,41.76722887094483,4926
2023-09-29,41.743412017822266,41.776764672562734,41.743412017822266,41.776764672562734,3460
2023-10-02,41.55683517456055,41.55683517456055,41.55683517456055,41.55683517456055,100
2023-10-03,41.37054443359375,41.37054443359375,41.37054443359375,41.37054443359375,12
2023-10-04,41.561614990234375,41.561614990234375,41.561614990234375,41.561614990234375,71
2023-10-05,41.6046028137207,41.6046028137207,41.6046028137207,41.6046028137207,3
2023-10-06,41.348087310791016,41.348087310791016,41.348087310791016,41.348087310791016,1
2023-10-09,41.566383361816406,41.566383361816406,41.566383361816406,41.566383361816406,117
2023-10-10,41.66191482543945,41.71923225586558,41.66191482543945,41.71923225586558,661
2023-10-11,41.98490905761719,41.98490905761719,41.98490905761719,41.98490905761719,1
2023-10-12,41.80998992919922,41.80998992919922,41.80998992919922,41.80998992919922,10
2023-10-13,41.96761703491211,42.04337457950462,41.96761703491211,42.04337457950462,210
2023-10-16,41.71445846557617,41.71445846557617,41.71445846557617,41.71445846557617,25
2023-10-17,41.47562789916992,41.47562789916992,41.47562789916992,41.47562789916992,1
2023-10-18,41.4278564453125,41.46606684741748,41.4278564453125,41.43263046789309,1069
2023-10-19,41.160377502441406,41.160377502441406,41.160377502441406,41.160377502441406,28
2023-10-20,41.217689514160156,41.217689514160156,41.184253129217076,41.193804820218254,481
2023-10-23,41.270233154296875,41.270233154296875,41.270233154296875,41.270233154296875,1200
2023-10-24,41.360984802246094,41.360984802246094,41.360984802246094,41.360984802246094,25
2023-10-25,41.11738204956055,41.11738204956055,41.11738204956055,41.11738204956055,25
2023-10-26,41.30366516113281,41.30366516113281,41.30366516113281,41.30366516113281,25
2023-10-27,41.25112533569336,41.25112533569336,41.25112533569336,41.25112533569336,25
2023-10-30,41.17536926269531,41.17536926269531,41.17536926269531,41.17536926269531,3
2023-10-31,41.10782241821289,41.10782241821289,41.10782241821289,41.10782241821289,101
2023-11-01,41.3367805480957,41.3367805480957,41.312860109608856,41.312860109608856,122
2023-11-02,41.64772033691406,41.64772033691406,41.64772033691406,41.64772033691406,200
2023-11-03,41.929969787597656,41.953886576105546,41.925184969997495,41.953886576105546,566
2023-11-06,41.82472610473633,41.82472610473633,41.82472610473633,41.82472610473633,92
2023-11-07,42.12505340576172,42.12505340576172,42.12505340576172,42.12505340576172,65
2023-11-08,42.26607131958008,42.26607131958008,42.26607131958008,42.26607131958008,18
2023-11-09,42.13567352294922,42.14523950848833,42.13567352294922,42.14523950848833,114
2023-11-10,42.29832458496094,42.29832458496094,42.29832458496094,42.29832458496094,84
2023-11-13,42.336585998535156,42.336585998535156,42.336585998535156,42.336585998535156,3
2023-11-14,42.64907455444336,42.64907455444336,42.62410298559647,42.62410298559647,570
2023-11-15,42.61883544921875,42.61883544921875,42.59348430942276,42.59348430942276,611
2023-11-16,42.814964294433594,42.858016696594674,42.77669305934872,42.77669305934872,1800
2023-11-17,42.82941436767578,42.82941436767578,42.82941436767578,42.82941436767578,14
2023-11-20,43.006317138671875,43.006317138671875,43.006317138671875,43.006317138671875,1
2023-11-21,43.068511962890625,43.068511962890625,43.04459517431639,43.04459517431639,100
2023-11-22,43.1354866027832,43.1354866027832,43.074926357200795,43.074926357200795,2215
2023-11-24,43.09722137451172,43.09722137451172,43.09722137451172,43.09722137451172,8
2023-11-27,43.17481231689453,43.17854600797085,43.06411549348815,43.06411549348815,705
2023-11-28,43.24550247192383,43.24550247192383,43.13078732066433,43.197665257468095,3484
2023-11-29,43.68562698364258,43.68562698364258,43.52297966386016,43.53254565042218,965
2023-11-30,43.60612106323242,43.66649152653765,43.60612106323242,43.66649152653765,1348
2023-12-01,43.87248992919922,43.87248992919922,43.87248992919922,43.87248992919922,2
2023-12-04,43.76130294799805,43.76130294799805,43.76130294799805,43.76130294799805,38
2023-12-05,43.92923355102539,43.92923355102539,43.92923355102539,43.92923355102539,31
2023-12-06,44.0057258605957,44.0057258605957,44.0057258605957,44.0057258605957,47
2023-12-07,44.03419494628906,44.03419494628906,44.03419494628906,44.03419494628906,2
2023-12-08,43.81401062011719,43.91944855507002,43.78525614930053,43.91465492444431,19448
2023-12-11,43.96297073364258,43.96297073364258,43.96297073364258,43.96297073364258,1
2023-12-12,43.98175048828125,43.98175048828125,43.98175048828125,43.98175048828125,6
2023-12-13,44.24555206298828,44.24555206298828,44.24555206298828,44.24555206298828,10
2023-12-14,44.48200225830078,44.48200225830078,44.48200225830078,44.48200225830078,4
2023-12-15,44.45143508911133,44.45143508911133,44.45143508911133,44.45143508911133,19
2023-12-18,44.413082122802734,44.413082122802734,44.36995042080139,44.36995042080139,106
2023-12-19,44.45622253417969,44.47529467585566,44.42746440644167,44.47529467585566,524
2023-12-20,44.580833435058594,44.580833435058594,44.580833435058594,44.580833435058594,14
2023-12-21,44.55207824707031,44.55207824707031,44.55207824707031,44.55207824707031,7
2023-12-22,44.619171142578125,44.66709648204036,44.570956942063205,44.57124580311589,3264
2023-12-26,44.571250915527344,44.571250915527344,44.571250915527344,44.571250915527344,2
2023-12-27,44.675174713134766,44.71359758895418,44.675174713134766,44.71359758895418,130
2023-12-28,44.60313415527344,44.76162209768552,44.60313415527344,44.65596469081311,882
2023-12-29,44.6175537109375,44.6175537109375,44.59834226887384,44.59834226887384,49981
2024-01-02,44.589595794677734,44.598913874620955,44.589595794677734,44.598913874620955,2225
2024-01-03,44.6175537109375,44.6175537109375,44.6175537109375,44.6175537109375,4
2024-01-04,44.58393096923828,44.58393096923828,44.550311864419236,44.550311864419236,149
2024-01-05,44.524757385253906,44.524757385253906,44.524757385253906,44.524757385253906,2
2024-01-08,44.635223388671875,44.71360445512846,44.635223388671875,44.71360445512846,909
2024-01-09,44.59354019165039,44.59354019165039,44.59354019165039,44.59354019165039,82
2024-01-10,44.53110122680664,44.53110122680664,44.53110122680664,44.53110122680664,83
2024-01-11,44.63665771484375,44.63675664843843,44.627149097133156,44.63675664843843,1183
2024-01-12,44.62715530395508,44.64636674503037,44.62715530395508,44.64636674503037,189
2024-01-16,44.49622344970703,44.49622344970703,44.49622344970703,44.49622344970703,122
2024-01-17,44.362998962402344,44.362998962402344,44.362998962402344,44.362998962402344,122
2024-01-18,44.31036376953125,44.348497177158336,44.281354238620935,44.348497177158336,339
2024-01-19,44.240821838378906,44.30056674337588,44.21411709335481,44.252059963102965,876
2024-01-22,44.324100494384766,44.324100494384766,44.324100494384766,44.324100494384766,140
2024-01-23,44.25733947753906,44.25733947753906,44.25733947753906,44.25733947753906,124
2024-01-24,44.161285400390625,44.19375394313331,44.13727384858012,44.13727384858012,1703
2024-01-25,44.310176849365234,44.310176849365234,44.310176849365234,44.310176849365234,52
2024-01-26,44.24292755126953,44.31967436474776,44.24292755126953,44.318714342540495,587
2024-01-29,44.42063522338867,44.42063522338867,44.42063522338867,44.42063522338867,110
2024-01-30,44.466835021972656,44.466835021972656,44.42543680675258,44.42543680675258,591
2024-01-31,44.65884780883789,44.65884780883789,44.634546786807185,44.634546786807185,152
2024-02-01,44.84187698364258,44.87978827436944,44.84187698364258,44.87978827436944,181
2024-02-02,44.57186508178711,44.57186508178711,44.57186508178711,44.57186508178711,41
2024-02-05,44.41637420654297,44.417912242341586,44.41637420654297,44.417912242341586,158
2024-02-06,44.51893615722656,44.51893615722656,44.51893615722656,44.51893615722656,33
2024-02-07,44.4995002746582,44.54280019176808,44.4995002746582,44.54280019176808,285
2024-02-08,44.48545455932617,44.48545455932617,44.43714776576197,44.461205723590226,403
2024-02-09,44.4948844909668,44.4948844909668,44.4948844909668,44.4948844909668,85
2024-02-12,44.61516571044922,44.668086608699326,44.591107753375546,44.60072873376769,4223
2024-02-13,44.36017608642578,44.45640427054423,44.36017608642578,44.45640427054423,299
2024-02-14,44.47813034057617,44.47813034057617,44.47813034057617,44.47813034057617,57
2024-02-15,44.54338455200195,44.54338455200195,44.4756412450394,44.4756412450394,421
2024-02-16,44.48045349121094,44.51817390727956,44.48045349121094,44.51817390727956,172
2024-02-20,44.526832580566406,44.526832580566406,44.526832580566406,44.526832580566406,141
2024-02-21,44.52355194091797,44.55261309924189,44.49487987982562,44.49487987982562,261
2024-02-22,44.50997543334961,44.52373699193438,44.50997543334961,44.52373699193438,433
2024-02-23,44.64884948730469,44.668091450174565,44.64230457700385,44.668091450174565,989
2024-02-26,44.57186508178711,44.61035634736957,44.56108782108235,44.61035634736957,1081
2024-02-27,44.54780578613281,44.54780578613281,44.54780578613281,44.54780578613281,31
2024-02-28,44.64403533935547,44.64403533935547,44.64403533935547,44.64403533935547,47
2024-02-29,44.664337158203125,44.664337158203125,44.61045085580334,44.61045085580334,755
2024-03-01,44.74126052856445,44.74126052856445,44.65932653937846,44.65932653937846,197
2024-03-04,44.5870361328125,44.611036815741755,44.5870361328125,44.611036815741755,210
2024-03-05,44.72304153442383,44.72304153442383,44.69788255545596,44.69788255545596,315
2024-03-06,44.67928695678711,44.67928695678711,44.67928695678711,44.67928695678711,5
2024-03-07,44.76053237915039,44.76053237915039,44.74607019773452,44.74607019773452,2451
2024-03-08,44.770179748535156,44.79379800715109,44.74617906754712,44.79379800715109,1052
2024-03-11,44.753692626953125,44.753692626953125,44.753692626953125,44.753692626953125,96
2024-03-12,44.70212936401367,44.70212936401367,44.70212936401367,44.70212936401367,88
2024-03-13,44.74126052856445,44.74126052856445,44.74126052856445,44.74126052856445,12
2024-03-14,44.611122131347656,44.611122131347656,44.611122131347656,44.611122131347656,30
2024-03-15,44.617881774902344,44.617881774902344,44.617881774902344,44.617881774902344,172
2024-03-18,44.601593017578125,44.601593017578125,44.4569049632554,44.4569049632554,7177
2024-03-19,44.65450668334961,44.65450668334961,44.65450668334961,44.65450668334961,2
2024-03-20,44.6121940612793,44.6121940612793,44.6121940612793,44.6121940612793,74
2024-03-21,44.56282424926758,44.56282424926758,44.56282424926758,44.56282424926758,206
2024-03-22,44.70751953125,44.71233658169505,44.6786981256101,44.70558903393424,16101
2024-03-25,44.611122131347656,44.611122131347656,44.611122131347656,44.611122131347656,2
2024-03-26,44.52437973022461,44.52437973022461,44.49893393070416,44.49893393070416,197
2024-03-27,44.56370544433594,44.56370544433594,44.56370544433594,44.56370544433594,12
2024-03-28,44.47134780883789,44.51472699902901,44.44725152729831,44.50508554470324,3104
2024-04-01,44.38093948364258,44.52555834673708,44.38093948364258,44.52555834673708,1279
2024-04-02,44.24732971191406,44.26472023707839,44.24732971191406,44.26472023707839,207
2024-04-03,44.17824935913086,44.17824935913086,44.17824935913086,44.17824935913086,95
2024-04-04,44.25505828857422,44.25505828857422,44.25505828857422,44.25505828857422,150
2024-04-05,44.11547088623047,44.11547088623047,44.11547088623047,44.11547088623047,51
2024-04-08,44.153621673583984,44.216414030175926,44.12946878285662,44.216414030175926,305
2024-04-09,44.274391174316406,44.274391174316406,44.274391174316406,44.274391174316406,40
2024-04-10,43.92176818847656,43.95558002570316,43.92176818847656,43.95558002570316,100
2024-04-11,43.98698425292969,43.98698425292969,43.98698425292969,43.98698425292969,10
2024-04-12,44.15276336669922,44.15846070858335,44.15276336669922,44.15846070858335,200
2024-04-15,44.170143127441406,44.170143127441406,44.170143127441406,44.170143127441406,18
2024-04-16,44.05827331542969,44.05827331542969,44.05827331542969,44.05827331542969,1
2024-04-17,44.14116287231445,44.14116287231445,44.14116287231445,44.14116287231445,48
2024-04-18,44.119808197021484,44.119808197021484,44.119808197021484,44.119808197021484,5
2024-04-19,44.170047760009766,44.170047760009766,44.170047760009766,44.170047760009766,13
2024-04-22,44.17487716674805,44.17487716674805,44.17487716674805,44.17487716674805,7
2024-04-23,44.1909065246582,44.1909065246582,44.1909065246582,44.1909065246582,4
2024-04-24,44.144344329833984,44.144344329833984,44.144344329833984,44.144344329833984,1
2024-04-25,44.03614807128906,44.042523491019935,44.013542970347366,44.013542970347366,446
2024-04-26,44.049583435058594,44.049583435058594,44.00388677827854,44.02320835662513,4200
2024-04-29,44.10203170776367,44.10203170776367,44.10203170776367,44.10203170776367,7
2024-04-30,44.05807876586914,44.05807876586914,44.05807876586914,44.05807876586914,62
2024-05-01,44.144126892089844,44.144126892089844,44.144126892089844,44.144126892089844,6
2024-05-02,44.21139144897461,44.21139144897461,44.21139144897461,44.21139144897461,2
2024-05-03,44.3221321105957,44.3221321105957,44.3221321105957,44.3221321105957,103
2024-05-06,44.34981155395508,44.35871737734343,44.33045283421,44.34013404023167,703
2024-05-07,44.4949951171875,44.4949951171875,44.4949951171875,44.4949951171875,10
2024-05-08,44.52412796020508,44.52412796020508,44.513771064621544,44.513771064621544,109
2024-05-09,44.553070068359375,44.553070068359375,44.553070068359375,44.553070068359375,47
2024-05-10,44.48531723022461,44.48531723022461,44.48531723022461,44.48531723022461,23
2024-05-13,44.500022888183594,44.504667798361936,44.500022888183594,44.504667798361936,2175
2024-05-14,44.52402877807617,44.52402877807617,44.52402877807617,44.52402877807617,1
2024-05-15,44.6403694152832,44.6403694152832,44.6403694152832,44.6403694152832,2
2024-05-16,44.582115173339844,44.582115173339844,44.553075245830826,44.56275645243332,1891
2024-05-17,44.4949951171875,44.50757846822589,44.4949951171875,44.50757846822589,100
2024-05-20,44.423946380615234,44.465857651941626,44.423946380615234,44.465857651941626,204
2024-05-21,44.388526916503906,44.388526916503906,44.388526916503906,44.388526916503906,25
2024-05-22,44.3109016418457,44.3109016418457,44.3109016418457,44.3109016418457,1
2024-05-23,44.207820892333984,44.207820892333984,44.207820892333984,44.207820892333984,2
2024-05-24,44.19978713989258,44.19978713989258,44.19978713989258,44.19978713989258,89
2024-05-28,44.13967514038086,44.13967514038086,44.13967514038086,44.13967514038086,12
2024-05-29,44.109378814697266,44.109378814697266,44.109378814697266,44.109378814697266,1
2024-05-30,44.18149185180664,44.18149185180664,44.18149185180664,44.18149185180664,138
2024-05-31,44.22175216674805,44.22175216674805,44.22175216674805,44.22175216674805,8
2024-06-03,44.31736755371094,44.31736755371094,44.31736755371094,44.31736755371094,1
2024-06-04,44.380470275878906,44.39007938459193,44.37076118800009,44.37076118800009,766
2024-06-05,44.589847564697266,44.589847564697266,44.589847564697266,44.589847564697266,44
2024-06-06,44.69789123535156,44.69789123535156,44.69789123535156,44.69789123535156,26
2024-06-07,44.540626525878906,44.540626525878906,44.540626525878906,44.540626525878906,3
2024-06-10,44.5296630859375,44.5296630859375,44.5296630859375,44.5296630859375,20
2024-06-11,44.623138427734375,44.623138427734375,44.574600402040495,44.574600402040495,201
2024-06-12,44.85251998901367,44.875526305909695,44.8075775025873,44.84640644818069,5807
2024-06-13,44.979000091552734,44.979000091552734,44.95317954896006,44.95317954896006,1201
2024-06-14,45.025978088378906,45.025978088378906,45.025978088378906,45.025978088378906,3
2024-06-17,44.89978790283203,44.89978790283203,44.89978790283203,44.89978790283203,7
2024-06-18,45.00656509399414,45.00656509399414,45.00656509399414,45.00656509399414,80
2024-06-20,44.92405319213867,44.938613118590474,44.88522795591102,44.88522795591102,1320
2024-06-21,44.929786682128906,44.929786682128906,44.929786682128906,44.929786682128906,1002
2024-06-24,44.94347381591797,44.94347381591797,44.88523410213588,44.88523410213588,627
2024-06-25,44.923866271972656,44.923866271972656,44.923866271972656,44.923866271972656,12
2024-06-26,44.744483947753906,44.744483947753906,44.744483947753906,44.744483947753906,25
2024-06-27,44.79302215576172,44.79302215576172,44.79302215576172,44.79302215576172,69
2024-06-28,44.690025329589844,44.690025329589844,44.690025329589844,44.690025329589844,68
2024-07-01,44.65364074707031,44.65364074707031,44.63876080143457,44.63905023678609,402
2024-07-02,44.745567321777344,44.745567321777344,44.745567321777344,44.745567321777344,68
2024-07-03,44.91141891479492,44.91141891479492,44.91141891479492,44.91141891479492,58
2024-07-05,44.99896240234375,45.01841765265919,44.97951086273789,45.01841765265919,2765
2024-07-08,44.9771728515625,44.9771728515625,44.9771728515625,44.9771728515625,4
2024-07-09,44.99896240234375,45.06705763380257,44.97951086273789,44.97951086273789,2504
2024-07-10,45.007137298583984,45.007137298583984,45.007137298583984,45.007137298583984,68
2024-07-11,45.14973449707031,45.31023751077037,45.13514398868106,45.31023751077037,3441
2024-07-12,45.178924560546875,45.178924560546875,45.13515302661425,45.13515302661425,232
2024-07-15,45.06608200073242,45.06608200073242,45.06608200073242,45.06608200073242,4
2024-07-16,45.19837188720703,45.19837188720703,45.19837188720703,45.19837188720703,15
2024-07-17,45.169193267822266,45.169193267822266,45.169193267822266,45.169193267822266,14
2024-07-18,45.15945816040039,45.15945816040039,45.154593420927725,45.154593420927725,278
2024-07-19,45.130374908447266,45.130374908447266,45.130374908447266,45.130374908447266,4
2024-07-22,45.091373443603516,45.091373443603516,45.091373443603516,45.091373443603516,13
2024-07-23,45.1108283996582,45.1108283996582,45.1108283996582,45.1108283996582,200
2024-07-24,45.00567626953125,45.08962365453195,45.00567626953125,45.067058828992046,840
2024-07-25,45.08154296875,45.08154296875,45.08154296875,45.08154296875,66
2024-07-26,45.169193267822266,45.169193267822266,45.169193267822266,45.169193267822266,70
2024-07-29,45.19846725463867,45.19846725463867,45.16432501971195,45.16432501971195,506
2024-07-30,45.16938781738281,45.16938781738281,45.12541961965064,45.12541961965064,320
2024-07-31,45.2860107421875,45.2860107421875,45.23241326304025,45.23241326304025,116
